300,91282CFX4,99.0039,0.0078125
600,91282CGA3,99.0039,0.0078125
900,91282CFZ9,99.0039,0.0078125
1200,91282CFY2,99.0039,0.0078125
1500,91282CFV8,99.0039,0.0078125
1800,912810TM0,99.0039,0.0078125
2100,912810TL2,99.0039,0.0078125
2400,91282CFX4,99.0117,0.015625
2700,91282CGA3,99.0117,0.015625
3000,91282CFZ9,99.0117,0.015625
3300,91282CFY2,99.0117,0.015625
3600,91282CFV8,99.0117,0.015625
3900,912810TM0,99.0117,0.015625
4200,912810TL2,99.0117,0.015625
4500,91282CFX4,99.0195,0.0234375
4800,91282CGA3,99.0195,0.0234375
5100,91282CFZ9,99.0195,0.0234375
5400,91282CFY2,99.0195,0.0234375
5700,91282CFV8,99.0195,0.0234375
6000,912810TM0,99.0195,0.0234375
6300,912810TL2,99.0195,0.0234375
6600,91282CFX4,99.0273,0.03125
6900,91282CGA3,99.0273,0.03125
7200,91282CFZ9,99.0273,0.03125
7500,91282CFY2,99.0273,0.03125
7800,91282CFV8,99.0273,0.03125
8100,912810TM0,99.0273,0.03125
8400,912810TL2,99.0273,0.03125
8700,91282CFX4,99.0254,0.0273438
9000,91282CGA3,99.0234,0.03125
9300,91282CFZ9,99.0234,0.03125
9600,91282CFY2,99.0234,0.03125
9900,91282CFV8,99.0234,0.03125
10200,912810TM0,99.0234,0.03125
10500,912810TL2,99.0234,0.03125
10800,91282CFX4,99.0273,0.015625
11100,91282CGA3,99.0273,0.015625
11400,91282CFZ9,99.0273,0.015625
11700,91282CFY2,99.0273,0.015625
12000,91282CFV8,99.0273,0.015625
12300,912810TM0,99.0273,0.015625
12600,912810TL2,99.0273,0.015625
12900,91282CFX4,99.0273,0.0078125
13200,91282CGA3,99.0273,0.0078125
13500,91282CFZ9,99.0273,0.0078125
13800,91282CFY2,99.0273,0.0078125
14100,91282CFV8,99.0273,0.0078125
14400,912810TM0,99.0273,0.0078125
14700,912810TL2,99.0273,0.0078125
15000,91282CFX4,99.0352,0.015625
15300,91282CGA3,99.0352,0.015625
15600,91282CFZ9,99.0352,0.015625
15900,91282CFY2,99.0352,0.015625
16200,91282CFV8,99.0352,0.015625
16500,912810TM0,99.0352,0.015625
16800,912810TL2,99.0352,0.015625
17100,91282CFX4,99.043,0.0234375
17400,91282CGA3,99.043,0.0234375
17700,91282CFZ9,99.043,0.0234375
18000,91282CFY2,99.043,0.0234375
18300,91282CFV8,99.043,0.0234375
18600,912810TM0,99.043,0.0234375
18900,912810TL2,99.043,0.0234375
19200,91282CFX4,99.0508,0.03125
19500,91282CGA3,99.0508,0.03125
19800,91282CFZ9,99.0508,0.03125
20100,91282CFY2,99.0508,0.03125
20400,91282CFV8,99.0508,0.03125
20700,912810TM0,99.0508,0.03125
21000,912810TL2,99.0508,0.03125
21300,91282CFX4,99.0508,0.0234375
21600,91282CGA3,99.0508,0.0234375
21900,91282CFZ9,99.0508,0.0234375
22200,91282CFY2,99.0508,0.0234375
22500,91282CFV8,99.0508,0.0234375
22800,912810TM0,99.0508,0.0234375
23100,912810TL2,99.0508,0.0234375
23400,91282CFX4,99.0508,0.015625
23700,91282CGA3,99.0508,0.015625
24000,91282CFZ9,99.0508,0.015625
24300,91282CFY2,99.0508,0.015625
24600,91282CFV8,99.0508,0.015625
24900,912810TM0,99.0508,0.015625
25200,912810TL2,99.0508,0.015625
25500,91282CFX4,99.0566,-0.00390625
25800,91282CGA3,99.0547,0
26100,91282CFZ9,99.0547,0
26400,91282CFY2,99.0547,0
26700,91282CFV8,99.0547,0
27000,912810TM0,99.0547,0
27300,912810TL2,99.0547,0
27600,91282CFX4,99.0586,0.015625
27900,91282CGA3,99.0586,0.015625
28200,91282CFZ9,99.0586,0.015625
28500,91282CFY2,99.0586,0.015625
28800,91282CFV8,99.0586,0.015625
29100,912810TM0,99.0586,0.015625
29400,912810TL2,99.0586,0.015625
29700,91282CFX4,99.0703,0.03125
30000,91282CGA3,99.0703,0.03125
